"row.names","cost","count","type"
"60219",999,1642,"IP"
"60220",956.67,70,"IP"
"60221",2168.25,30,"IP"
"60222",927.05,501,"IP"
"60223",2018.83,2,"IP"
"60224",8235.42,70,"IP"
"60225",612.84,160,"IP"
"60226",7256.1,3,"IP"
"60227",14592,9,"IP"
"60228",324.12,49,"IP"
"60229",949.37,40,"IP"
"60230",300.64,70,"IP"
"60231",485.95,1,"IP"
"60232",5369.58,4,"IP"
"60233",1449.01,47,"IP"
"60234",2921.99,15,"IP"
"60235",2655.65,4,"IP"
"60236",348.55,10,"IP"
"60237",10331,34,"IP"
"60238",6161.41,3,"IP"
"60239",429,35404,"IP"
"60240",987.47,2,"IP"
"60241",8406.36,12,"IP"
"60242",10047.45,4,"IP"
"60243",905.68,5,"IP"
"60244",410.56,3613,"IP"
"60245",13554.68,1,"IP"
"60246",612,7091,"IP"
"60247",1374.37,21,"IP"
"60248",855.91,383,"IP"
"60249",1527.44,7,"IP"
"60250",615.69,14,"IP"
"60251",3441,1958,"IP"
"60252",1727.31,38,"IP"
"60253",9713.35,2,"IP"
"60254",767.57,86,"IP"
"60255",4887.82,131,"IP"
"60256",1694.48,1,"IP"
"60257",628,6546,"IP"
"60258",223.74,327,"IP"
"60259",1096.02,9,"IP"
"60260",8096,25,"IP"
"60261",1785.14,22,"IP"
"60262",771.89,9,"IP"
"60263",3705,562,"IP"
"60264",2930.17,4,"IP"
"60265",1783.82,3,"IP"
"60266",1806.6,4,"IP"
"60267",1137.28,7,"IP"
"60268",5144.36,19,"IP"
"60269",804.05,2,"IP"
"60270",2991.82,19,"IP"
"60271",7201,168,"IP"
"60272",964.61,3,"IP"
"60273",1463.26,7,"IP"
"60274",8423,40,"IP"
"60275",1756.71,9,"IP"
"60276",9864,30,"IP"
"60277",786.37,69,"IP"
"60278",22279,1,"IP"
"60279",10264,23,"IP"
"60280",4501.73,17,"IP"
"60281",461.26,8,"IP"
"60282",2756.83,295,"IP"
"60283",2139.18,1,"IP"
"60284",568.18,53,"IP"
"60285",1799.95,7,"IP"
"60286",2666.39,30,"IP"
"60287",2015.21,36,"IP"
"60288",821.52,7,"IP"
"60289",6079.7,2,"IP"
"60290",957.7,25,"IP"
"60291",1201.62,96,"IP"
"60292",2020.5,6,"IP"
"60293",3751.23,2,"IP"
"60294",1425.06,6,"IP"
"60295",940.57,4,"IP"
"60296",7053,168,"IP"
"60297",10431,74,"IP"
"60298",11712,48,"IP"
"60299",7554.71,7,"IP"
"60300",16458,18,"IP"
"60301",543.46,2,"IP"
"60302",11316,94,"IP"
"60303",12614,20,"IP"
"60304",3407.81,10,"IP"
"60305",15727,3,"IP"
"60306",1017.51,3,"IP"
"60307",9598.02,16,"IP"
"60308",824.74,513,"IP"
"60309",929.72,74,"IP"
"60310",3449,827,"IP"
"60311",1647.5,4,"IP"
"60312",7154.49,10,"IP"
"60313",1891.67,2,"IP"
"60314",6518.19,7,"IP"
"60315",4584.88,3,"IP"
"60316",5441.82,17,"IP"
"60317",21318,1,"IP"
"60318",1562.55,5,"IP"
"60319",7784.17,16,"IP"
"60320",20264,2,"IP"
"60321",2286.32,2,"IP"
"60322",3270.26,1,"IP"
"60323",10712.32,3,"IP"
"60324",3246.68,1,"IP"
"60325",1095.68,2,"IP"
"60326",10991.74,1,"IP"
"60327",1249.54,3,"IP"
"60328",9632.7,2,"IP"
"60329",14002,22,"IP"
"60330",3665.67,136,"IP"
"60331",4497.85,1,"IP"
"60332",8930.61,2,"IP"
"60333",3087.08,4,"IP"
"60334",751.82,530,"IP"
"60335",916.28,5,"IP"
"60336",1649.83,163,"IP"
"60337",205.92,34,"IP"
"60338",4211.95,44,"IP"
"60339",17165,2,"IP"
"60340",922.53,6,"IP"
"60341",11405,11,"IP"
"60342",1159.08,1,"IP"
"60343",1010.62,3,"IP"
"60344",5850.79,5,"IP"
"60345",540.78,4,"IP"
"60346",5585.2,1,"IP"
"60347",21815,2,"IP"
"60348",2548.22,5,"IP"
"60349",11278.42,12,"IP"
"60350",2674.25,7,"IP"
"60351",10015,214,"IP"
"60352",646.5,162,"IP"
"60353",2225.91,17,"IP"
"60354",9990,15,"IP"
"60355",4290,163,"IP"
"60356",2237.4,1534,"IP"
"60357",34410,1,"IP"
"60358",18066,7,"IP"
"60359",6120,177,"IP"
"60360",6280,166,"IP"
"60361",99.9,5,"IP"
"60362",6489.92,2,"IP"
"60363",7853,102,"IP"
"60364",470.35,26,"IP"
"60365",1763.48,149,"IP"
"60366",5662.83,9,"IP"
"60367",2194,1012,"IP"
"60368",1538.4,141,"IP"
"60369",1996.89,3,"IP"
"60370",455.82,110,"IP"
"60371",14281,7,"IP"
"60372",23860.44,1,"IP"
"60373",1714,405,"IP"
"60374",708.41,28,"IP"
"60375",14675.04,1,"IP"
"60376",461.82,294,"IP"
"60377",1712.41,7,"IP"
"60378",34146,1,"IP"
"60379",9421,56,"IP"
"60380",6252,227,"IP"
"60381",21977,3,"IP"
"60382",4850,183,"IP"
"60383",12318,39,"IP"
"60384",7007,35,"IP"
"60385",2648,180,"IP"
"60386",1364,1026,"IP"
"60387",4506,142,"IP"
"60388",3905,163,"IP"
"60389",7267,36,"IP"
"60390",9705,59,"IP"
"60391",25517,11,"IP"
"60392",18691,16,"IP"
"60393",2578,472,"IP"
"60394",25768,1,"IP"
"60395",3905.22,13,"IP"
"60396",20323,2,"IP"
"60397",2595.38,1,"IP"
"60398",14784.3,1,"IP"
"60399",20193,2,"IP"
"60400",4775.55,2,"IP"
"60401",39594,1,"IP"
"60402",12326.05,2,"IP"
"60403",1595.44,2,"IP"
"60404",2160.85,2,"IP"
"60405",7276.9,1,"IP"
"60406",20738,2,"IP"
"60407",2376.49,7,"IP"
"60408",2674.67,1,"IP"
"60409",2612.97,1,"IP"
"60410",3897.83,13,"IP"
"60411",3160.89,1,"IP"
"60412",1516.24,14,"IP"
"60413",3880.31,1,"IP"
"60414",27959,1,"IP"
"60415",4102.66,1,"IP"
"60416",2921.72,1,"IP"
"60417",6404.62,1,"IP"
"60418",948.22,2,"IP"
"60419",2239.69,1,"IP"
"60420",2501.92,1,"IP"
"60421",976.59,1,"IP"
"60422",8104.15,2,"IP"
"60423",3638.22,2,"IP"
"60424",2809.71,1,"IP"
"60425",3256.16,6,"IP"
"60426",1272.51,1,"IP"
"60427",23834.44,1,"IP"
"60428",10188.65,1,"IP"
"60429",7788.09,1,"IP"
"60430",3908.97,51,"IP"
"60431",3074.11,5,"IP"
"60432",4258.49,36,"IP"
"60433",3011.05,46,"IP"
"60434",1188.06,159,"IP"
"60435",893.55,42,"IP"
"60436",14142,3,"IP"
"60437",6943.71,2,"IP"
"60438",1077.93,1,"IP"
"60439",384.8,1,"IP"
"60440",1679.37,1,"IP"
"60441",1617.26,1,"IP"
"60442",16594.18,1,"IP"
"60443",1535.4,1,"IP"
"60444",188.84,1,"IP"
"60445",1795.62,1,"IP"
"60446",4624.97,1,"IP"
"60447",7338.66,1,"IP"
"60448",9690.76,1,"IP"
"60449",2036.41,6,"IP"
"60450",6907.81,2,"IP"
"60451",736.05,7,"IP"
"60452",888.72,2,"IP"
"60453",10645.53,10,"IP"
"60454",1429.24,1,"IP"
"60455",10526.69,7,"IP"
"60456",3763.99,20,"IP"
"60457",2762.78,1,"IP"
"60458",1472.17,9,"IP"
"60459",5096.33,2,"IP"
"60460",6365.05,2,"IP"
"60461",505.04,4,"IP"
"60462",821.41,2,"IP"
"60463",4909.2,1,"IP"
"60464",789.99,3,"IP"
"60465",8660.85,1,"IP"
"60466",4891.95,1,"IP"
"60467",3298.8,3,"IP"
"60468",2877.48,1,"IP"
"60469",2838.03,1,"IP"
"60470",831.42,5,"IP"
"60471",19461.18,1,"IP"
"60472",21532,1,"IP"
"60473",18270,2,"IP"
"60474",1728.2,2,"IP"
"60475",2664.76,4,"IP"
"60476",1034.61,4,"IP"
"60477",1028.46,1,"IP"
"60478",3157.87,1,"IP"
"60479",5583.85,1,"IP"
"60480",3014.92,1,"IP"
"60481",5330.03,6,"IP"
"60482",2099.63,1,"IP"
"60483",8273.82,2,"IP"
"60484",3208.13,1,"IP"
"60485",312.22,2,"IP"
"60486",23929,1,"IP"
"60487",76297,1,"IP"
"60488",1025.51,5,"IP"
"60489",10611.37,1,"IP"
"60490",3277.43,1,"IP"
"60491",7084.4,2,"IP"
"60492",633.94,4,"IP"
"60493",4235.14,1,"IP"
"60494",4091.44,2,"IP"
"60495",22325,2,"IP"
"60496",43184,1,"IP"
"60497",7163.84,1,"IP"
"60498",4092.89,3,"IP"
"60499",3363.63,1,"IP"
"60500",5660.74,3,"IP"
"60501",7734.55,1,"IP"
"60502",864.06,1,"IP"
"60503",3406.49,3,"IP"
"60504",7387.42,2,"IP"
"60505",4404.89,1,"IP"
"60506",5119.97,1,"IP"
"60507",4715.13,6,"IP"
"60508",2984.12,2,"IP"
"60509",17291.91,1,"IP"
"60510",250.16,4,"IP"
"60511",52975,1,"IP"
"60512",3411.98,2,"IP"
"60513",7900.46,1,"IP"
"60514",4768.07,2,"IP"
"60515",1398.52,2,"IP"
"60516",3998.61,2,"IP"
"60517",23265,1,"IP"
"60518",10123.99,1,"IP"
"60519",6953.08,2,"IP"
"60520",602.1,3,"IP"
"60521",10524.15,1,"IP"
"60522",16011,1,"IP"
"60523",11348.59,1,"IP"
"60524",13503.24,1,"IP"
"60525",2223.23,2,"IP"
"60526",7713.53,1,"IP"
"60527",2086.14,4,"IP"
"60528",1522.53,1,"IP"
"60529",8529.18,1,"IP"
"60530",5426.9,4,"IP"
"60531",3792.83,1,"IP"
"60532",16479,1,"IP"
"60533",8466.72,1,"IP"
"60534",574.75,1,"IP"
"60535",3576.29,1,"IP"
"60536",32988,1,"IP"
"60537",2041.89,1,"IP"
"60538",6083.78,1,"IP"
"60539",9891.93,1,"IP"
"60540",922.3,1,"IP"
"60541",1327.82,1,"IP"
"60542",27376,1,"IP"
"60543",1779.11,1,"IP"
"60544",627.88,2,"IP"
"60545",16295,1,"IP"
"60546",24536.72,1,"IP"
"60547",1354.29,1,"IP"
"60548",3963.61,1,"IP"
"60549",114179,1,"IP"
"60550",1224.69,3,"IP"
"60551",5226.81,1,"IP"
"60552",872.11,2,"IP"
"60553",2684.83,1,"IP"
"60554",3596.54,1,"IP"
"60555",14311.48,1,"IP"
"60556",33265,1,"IP"
"60557",118836,1,"IP"
"60558",14507.27,1,"IP"
"60559",488.54,1,"IP"
"60560",8339.88,3,"IP"
"60561",2021.56,1,"IP"
"60562",5138.07,1,"IP"
"60563",7297.39,1,"IP"
"60564",7993.87,1,"IP"
"60565",3122.2,1,"IP"
"60566",5218.22,1,"IP"
"60567",3110.76,1,"IP"
"60568",2772.71,1,"IP"
"60569",602.76,1,"IP"
"60570",598.24,1,"IP"
"60571",529.75,2,"IP"
"60572",313.9,1,"IP"
"60573",19100,1,"IP"
"60574",44343.27,1,"IP"
"60575",9418.16,1,"IP"
"60576",13324.82,1,"IP"
"60577",295114,1,"IP"
"60578",6412.17,1,"IP"
"60579",3764.45,1,"IP"
"60580",2375.51,1,"IP"
"60581",6042.68,1,"IP"
"60582",2081.89,1,"IP"
"60583",5675.56,1,"IP"
"60584",25051,1,"IP"
"60585",2588.72,1,"IP"
"60586",6625.87,1,"IP"
"60587",2232.5,1,"IP"
"60588",1976.75,1,"IP"
"60589",916.38,2,"IP"
"60590",4049.25,10,"IP"
"60591",4839.46,1,"IP"
"60592",605.98,7,"IP"
"60593",3826.94,1,"IP"
"60594",11293.62,1,"IP"
"60595",7252.67,1,"IP"
"60596",1587.47,1,"IP"
"60597",3229.58,1,"IP"
"60598",1420.32,1,"IP"
"60599",3135.31,1,"IP"
"60600",3349.77,2,"IP"
"60601",947.52,3,"IP"
"60602",3446.84,1,"IP"
"60603",3089.09,1,"IP"
"60604",10377.82,1,"IP"
"60605",23818,1,"IP"
"60606",9514.51,1,"IP"
"60607",8287.97,1,"IP"
"60608",5376.93,1,"IP"
"60609",11788.73,1,"IP"
"60610",6378.94,1,"IP"
"60611",5154.82,1,"IP"
"60612",1506.42,1,"IP"
"60613",1346.38,1,"IP"
"60614",3748.24,1,"IP"
"60615",348.48,2,"IP"
"60616",3755.42,1,"IP"
"60617",22655,1,"IP"
"60618",6625.5,1,"IP"
"60619",6808.42,1,"IP"
"60620",8228.84,1,"IP"
"60621",16150.11,1,"IP"
"60622",2369.19,1,"IP"
"60623",3318.36,1,"IP"
"60624",2475.2,1,"IP"
"60625",16471.96,1,"IP"
"60626",15380.51,1,"IP"
"60627",2534,580,"IP"
"60628",7417,368,"IP"
"60629",9698,83,"IP"
"60630",577,20461,"IP"
"60631",16705,36,"IP"
"60632",4156.47,84,"IP"
"60633",4395,53,"IP"
"60634",6228.17,68,"IP"
"60635",13603,20,"IP"
"60636",898.13,46,"IP"
"60637",6456,34,"IP"
"60638",12081,9,"IP"
"60639",13452,3,"IP"
"60640",3786,628,"IP"
"60641",4736,504,"IP"
"60642",2355,192,"IP"
"60643",6417,572,"IP"
"60644",3264.24,22,"IP"
"60645",4013,564,"IP"
"60646",417.91,137,"IP"
"60647",2899,258,"IP"
"60648",10112,13,"IP"
"60649",10092,40,"IP"
"60650",3624.64,10,"IP"
"60651",4319,1414,"IP"
"60652",1313,987,"IP"
"60653",9296,107,"IP"
"60654",6212,92,"IP"
"60655",5663,99,"IP"
"60656",7292,107,"IP"
"60657",1201,1966,"IP"
"60658",6243,1861,"IP"
"60659",4932,89,"IP"
"60660",3902,498,"IP"
"60661",13362,110,"IP"
"60662",466.37,97,"IP"
"60663",6098,25,"IP"
"60664",7367,67,"IP"
"60665",1672,639,"IP"
"60666",5863,1376,"IP"
"60667",20575,2,"IP"
"60668",22922,16,"IP"
"60669",20811,2,"IP"
"60670",9347,9,"IP"
"60671",6569,80,"IP"
"60672",8230,32,"IP"
"60673",6468,39,"IP"
"60674",2251.99,462,"IP"
"60675",4667,99,"IP"
"60676",5246,467,"IP"
"60677",3453,427,"IP"
"60678",282.37,101,"IP"
"60679",818,8717,"IP"
"60680",8706,167,"IP"
"60681",5064,48,"IP"
"60682",7664,211,"IP"
"60683",1725.5,88,"IP"
"60684",2042,703,"IP"
"60685",11995,27,"IP"
"60686",1363.06,24,"IP"
"60687",1108.31,66,"IP"
"60688",315.01,121,"IP"
"60689",17156.18,1,"IP"
"60690",2636.72,18,"IP"
"60691",3698.75,5,"IP"
"60692",2411.91,7,"IP"
"60693",564.64,46,"IP"
"60694",30386.59,1,"IP"
"60695",5865.3,7,"IP"
"60696",3707.07,41,"IP"
"60697",5796.96,1,"IP"
"60698",1217.42,13,"IP"
"60699",5840.73,16,"IP"
"60700",4975.37,42,"IP"
"60701",6553.89,18,"IP"
"60702",11268,8,"IP"
"60703",374.02,109,"IP"
"60704",868.38,120,"IP"
"60705",3352.92,238,"IP"
"60706",14199,5,"IP"
"60707",867.11,21,"IP"
"60708",3281.37,15,"IP"
"60709",21326,2,"IP"
"60710",276.11,5,"IP"
"60711",969.97,9,"IP"
"60712",785.26,73,"IP"
"60713",659.87,1,"IP"
"60714",3139.49,5,"IP"
"60715",4921.46,28,"IP"
"60716",1269.46,61,"IP"
"60717",2044.82,8,"IP"
"60718",9902,21,"IP"
"60719",2890.62,56,"IP"
"60720",707.63,91,"IP"
"60721",2523.09,8,"IP"
"60722",706.58,433,"IP"
"60723",917.95,185,"IP"
"60724",9412.02,23,"IP"
"60725",341.71,12,"IP"
"60726",2117.79,13,"IP"
"60727",1622.25,20,"IP"
"60728",7117.9,55,"IP"
"60729",1579.25,235,"IP"
"60730",755.29,43,"IP"
"60731",12569,4,"IP"
"60732",1568.6,30,"IP"
"60733",8244.32,30,"IP"
"60734",2095.39,3,"IP"
"60735",1826.77,38,"IP"
"60736",2732.19,51,"IP"
"60737",7609.66,14,"IP"
"60738",475.65,248,"IP"
"60739",580.27,15,"IP"
"60740",3066.56,1,"IP"
"60741",7195.21,3,"IP"
"60742",2581.53,43,"IP"
"60743",917.17,50,"IP"
"60744",792.96,18,"IP"
"60745",1084.69,60,"IP"
"60746",1798.25,3,"IP"
"60747",6481.71,1,"IP"
"60748",529.04,13,"IP"
"60749",2769.23,36,"IP"
"60750",563.92,28,"IP"
"60751",4525.8,112,"IP"
"60752",1013.25,21,"IP"
"60753",11627.75,1,"IP"
"60754",2044.48,159,"IP"
"60755",2578.97,27,"IP"
"60756",4953.26,470,"IP"
"60757",1339.17,3,"IP"
"60758",1879.16,6,"IP"
"60759",693.69,3,"IP"
"60760",5988.75,4,"IP"
"60761",2910.34,1,"IP"
"60762",4764.22,67,"IP"
"60763",6512.64,12,"IP"
"60764",4015.29,3,"IP"
"60765",5189.31,1,"IP"
"60766",4164.98,5,"IP"
"60767",1060.21,1,"IP"
"60768",899.39,13,"IP"
"60769",2895.56,4,"IP"
"60770",16262.05,1,"IP"
"60771",10386.94,1,"IP"
"60772",43950,1,"IP"
"60773",5770,27,"IP"
"60774",13130,50,"IP"
"60775",823,7440,"IP"
"60776",12010,11,"IP"
"60777",586.3,2,"IP"
"60778",8180,117,"IP"
"60779",4756.5,6,"IP"
"60780",28237,2,"IP"
"60781",1894.68,1,"IP"
"60782",3602.21,8,"IP"
"60783",8963.11,2,"IP"
"60784",1164.77,19,"IP"
"60785",1638.41,1,"IP"
"60786",30989,2,"IP"
"60787",826.61,33,"IP"
"60788",392.25,1,"IP"
"60789",412.08,1092,"IP"
"60790",2669.12,17,"IP"
"60791",1902.38,21,"IP"
"60792",3153.27,7,"IP"
"60793",3068.84,62,"IP"
"60794",518.37,94,"IP"
"60795",406.29,4,"IP"
"60796",457.43,1,"IP"
"60797",3461.06,20,"IP"
"60798",3545.81,3,"IP"
"60799",4083.3,25,"IP"
"60800",221.65,20,"IP"
"60801",7323.99,1,"IP"
"60802",14697.71,6,"IP"
"60803",27126,1,"IP"
"60804",5371.89,3,"IP"
"60805",8098.81,1,"IP"
"60806",4060.94,3,"IP"
"60807",3352.42,1,"IP"
"60808",4693.95,1,"IP"
"60809",13347.79,1,"IP"
"60810",7440.43,1,"IP"
"60811",2366.78,2,"IP"
"60812",3942.75,1,"IP"
"60813",1975.72,17,"IP"
"60814",542.45,1,"IP"
"60815",9462.91,2,"IP"
"60816",15328,4,"IP"
"60817",1594.25,1,"IP"
"60818",4086.06,10,"IP"
"60819",1679.05,8,"IP"
"60820",3932.25,4,"IP"
"60821",6894.3,1,"IP"
"60822",4756.57,8,"IP"
"60823",309.75,79,"IP"
"60824",664.18,3,"IP"
"60825",896.25,3,"IP"
"60826",810.65,172,"IP"
"60827",2856.56,5,"IP"
"60828",6283.12,1,"IP"
"60829",2681.75,1,"IP"
"60830",40886,1,"IP"
"60831",4861.02,8,"IP"
"60832",2004.26,1,"IP"
"60833",996.19,9,"IP"
"60834",3766.09,40,"IP"
"60835",559.08,1108,"IP"
"60836",4025.7,1,"IP"
"60837",5746.27,1,"IP"
"60838",6835.38,20,"IP"
"60839",3235.45,20,"IP"
"60840",15583,5,"IP"
"60841",1456.35,5,"IP"
"60842",1050.37,26,"IP"
"60843",5332.62,2,"IP"
"60844",1592.93,6,"IP"
"60845",1133.82,26,"IP"
"60846",11824,6,"IP"
"60847",877.85,150,"IP"
"60848",6857.14,48,"IP"
"60849",1528.85,32,"IP"
"60850",7154.2,17,"IP"
"60851",4076.49,2,"IP"
"60852",2027.29,280,"IP"
"60853",2697.85,11,"IP"
"60854",4492.07,34,"IP"
"60855",6856.09,6,"IP"
"60856",598.13,57,"IP"
"60857",2811.74,178,"IP"
"60858",5173.79,2,"IP"
"60859",791.64,24,"IP"
"60860",306.98,9,"IP"
"60861",980.59,17,"IP"
"60862",2432.8,8,"IP"
"60863",5843.16,5,"IP"
"60864",671.37,91,"IP"
"60865",1760.48,2,"IP"
"60866",983.16,5,"IP"
"60867",8292,16,"IP"
"60868",535.66,33,"IP"
"60869",205.31,382,"IP"
"60870",1702.05,10,"IP"
"60871",5559.42,31,"IP"
"60872",442.95,340,"IP"
"60873",2473.03,6,"IP"
"60874",4127.54,1,"IP"
"60875",3923.4,2,"IP"
"60876",5717.49,10,"IP"
"60877",1752.41,136,"IP"
"60878",524.01,4,"IP"
"60879",1930.21,5,"IP"
"60880",2524.43,2,"IP"
"60881",1248.49,1,"IP"
"60882",1039.56,2,"IP"
"60883",17076,2,"IP"
"60884",1025.45,3,"IP"
"60885",850.78,2,"IP"
"60886",2209.92,15,"IP"
"60887",1760.91,52,"IP"
"60888",5993.17,24,"IP"
"60889",20146,2,"IP"
"60890",671.75,26,"IP"
"60891",1771.81,202,"IP"
"60892",2191.28,12,"IP"
"60893",13189.88,3,"IP"
"60894",3322.66,3,"IP"
"60895",1639.05,2,"IP"
"60896",1011.2,12,"IP"
"60897",27611,3,"IP"
"60898",1256.9,18,"IP"
"60899",345.3,5,"IP"
"60900",23550,1,"IP"
"60901",711.79,43,"IP"
"60902",208.11,3,"IP"
"60903",2712.6,14,"IP"
"60904",16720,2,"IP"
"60905",37860,1,"IP"
"60906",624.3,238,"IP"
"60907",25340,2,"IP"
"60908",2823.7,1,"IP"
"60909",564.78,2,"IP"
"60910",2005.98,1,"IP"
"60911",4811.32,1,"IP"
"60912",3987.97,1,"IP"
"60913",2077.79,2,"IP"
"60914",603.64,4,"IP"
"60915",552.29,1,"IP"
"60916",8215.47,1,"IP"
"60917",3755.05,2,"IP"
"60918",2219.41,2,"IP"
"60919",1948.06,7,"IP"
"60920",1020.63,1,"IP"
"60921",8896.33,1,"IP"
"60922",6518.14,14,"IP"
"60923",6150.05,1,"IP"
"60924",56630,1,"IP"
"60925",9651.6,1,"IP"
"60926",4253.09,1,"IP"
"60927",3372.53,18,"IP"
"60928",2988.09,2,"IP"
"60929",794.92,1,"IP"
"60930",4856.85,1,"IP"
"60931",949.53,1,"IP"
"60932",4174.77,3,"IP"
"60933",3885.97,4,"IP"
"60934",9538.01,1,"IP"
"60935",3148.74,1,"IP"
"60936",3990.26,1,"IP"
"60937",779.48,1,"IP"
"60938",1551.85,1,"IP"
"60939",5475.54,3,"IP"
"60940",8079.23,1,"IP"
"60941",7597.71,4,"IP"
"60942",1342.19,5,"IP"
"60943",2781.75,1,"IP"
"60944",4876.69,7,"IP"
"60945",1123.86,1,"IP"
"60946",984.93,40,"IP"
"60947",7235,359,"IP"
"60948",1293.28,68,"IP"
"60949",8384,14,"IP"
"60950",2356.51,65,"IP"
"60951",3622,228,"IP"
"60952",4422.81,8,"IP"
"60953",12328.69,27,"IP"
"60954",1722,2226,"IP"
"60955",927.62,179,"IP"
"60956",8955.74,2,"IP"
"60957",5624.46,4,"IP"
"60958",1271.8,43,"IP"
"60959",492.74,23,"IP"
"60960",5814,126,"IP"
"60961",1369.47,52,"IP"
"60962",1377.56,4,"IP"
"60963",2506.59,33,"IP"
"60964",1099.98,38,"IP"
"60965",890.84,3,"IP"
"60966",1520.76,3,"IP"
"60967",743.59,21,"IP"
"60968",4677.55,2,"IP"
"60969",551.65,25,"IP"
"60970",8858,230,"IP"
"60971",4751.63,4,"IP"
"60972",3151.74,9,"IP"
"60973",4561.09,17,"IP"
"60974",1683.22,3,"IP"
"60975",3326.8,43,"IP"
"60976",370.82,42,"IP"
"60977",16058,12,"IP"
"60978",474.52,37,"IP"
"60979",3733.63,1,"IP"
"60980",6136.73,33,"IP"
"60981",6977.48,17,"IP"
"60982",2925.48,6,"IP"
"60983",12056,59,"IP"
"60984",876.06,1,"IP"
"60985",599.55,1142,"IP"
"60986",330,3207,"IP"
"60987",571.53,13,"IP"
"60988",13092,8,"IP"
"60989",11851.52,17,"IP"
"60990",6325.8,3,"IP"
"60991",5851.99,1,"IP"
"60992",7080,40,"IP"
"60993",1557.19,316,"IP"
"60994",7746.99,22,"IP"
"60995",1674.15,4,"IP"
"60996",1519.18,6,"IP"
"60997",9546,64,"IP"
"60998",5183.71,4,"IP"
"60999",1082.33,27,"IP"
"61000",656.71,4,"IP"
"61001",2188.76,133,"IP"
"61002",965,4154,"IP"
"61003",1074.21,2,"IP"
"61004",1419.95,21,"IP"
"61005",4311.06,5,"IP"
"61006",414.92,4,"IP"
"61007",4412.77,3,"IP"
"61008",4560.94,9,"IP"
"61009",1035.25,9,"IP"
"61010",503.49,2,"IP"
"61011",1142.06,3,"IP"
"61012",8761.16,2,"IP"
"61013",1389.81,19,"IP"
"61014",6047.51,11,"IP"
"61015",6541.86,1,"IP"
"61016",1971.58,1,"IP"
"61017",3574.24,2,"IP"
"61018",1525.14,6,"IP"
"61019",3583.05,2,"IP"
"61020",2150.81,15,"IP"
"61021",1484.33,32,"IP"
"61022",4631.7,85,"IP"
"61023",1767.21,7,"IP"
"61024",1409.54,125,"IP"
"61025",414.11,568,"IP"
"61026",1098.24,3,"IP"
"61027",1227.38,1,"IP"
"61028",3725.69,6,"IP"
"61029",767.98,4,"IP"
"61030",1944.4,48,"IP"
"61031",3271.89,10,"IP"
"61032",3229.56,1,"IP"
"61033",1076.33,17,"IP"
"61034",2845.32,67,"IP"
"61035",455.86,15,"IP"
"61036",1006.81,96,"IP"
"61037",309.54,171,"IP"
"61038",2158.49,780,"IP"
"61039",2736.56,27,"IP"
"61040",3632.21,151,"IP"
"61041",1266.9,2,"IP"
"61042",14190,4,"IP"
"61043",5516.5,3,"IP"
"61044",172.2,33,"IP"
"61045",1335,2295,"IP"
"61046",9175,109,"IP"
"61047",796.7,50,"IP"
"61048",660.75,51,"IP"
"61049",8430,25,"IP"
"61050",854.89,3,"IP"
"61051",3979.5,3,"IP"
"61052",7139.96,1,"IP"
"61053",5601.71,1,"IP"
"61054",583.19,1,"IP"
"61055",4315.67,1,"IP"
"61056",13239,2,"IP"
"61057",444.13,1,"IP"
"61058",2533.01,1,"IP"
"61059",7909.88,6,"IP"
"61060",1464.29,2,"IP"
"61061",2887.87,1,"IP"
"61062",2129.31,1,"IP"
"61063",726.51,1,"IP"
"61064",20067,4,"IP"
"61065",8634.07,3,"IP"
"61066",298.75,1,"IP"
"61067",2358.3,3,"IP"
"61068",973.35,1,"IP"
"61069",3047.7,1,"IP"
"61070",1862.03,1,"IP"
"61071",3087.16,9,"IP"
"61072",7110.06,1,"IP"
"61073",10506.42,1,"IP"
"61074",4847.49,2,"IP"
"61075",332.74,3,"IP"
"61076",6375.34,3,"IP"
"61077",6234.4,4,"IP"
"61078",826.96,1,"IP"
"61079",861.39,1,"IP"
"61080",19556,1,"IP"
"61081",9596.23,1,"IP"
"61082",8010.4,1,"IP"
"61083",15083,33,"IP"
"61084",4159,1239,"IP"
"61085",7177,129,"IP"
"61086",11890,7,"IP"
"61087",3337,702,"IP"
"61088",471.1,134,"IP"
"61089",13774,8,"IP"
"61090",2894,3161,"IP"
"61091",15093,14,"IP"
"61092",7691,22,"IP"
"61093",9912,46,"IP"
"61094",5231,410,"IP"
"61095",9075,68,"IP"
"61096",8012,27,"IP"
"61097",2731.2,5,"IP"
"61098",9542,28,"IP"
"61099",1823,315,"IP"
"61100",12818,8,"IP"
"61101",20252,1,"IP"
"61102",11671,29,"IP"
"61103",16153,28,"IP"
"61104",2316,370,"IP"
"61105",27832,2,"IP"
"61106",6764,83,"IP"
"61107",10922,5,"IP"
"61108",6223,31,"IP"
"61109",11055,10,"IP"
"61110",4482,76,"IP"
"61111",2796.34,1,"IP"
"61112",699.03,1,"IP"
"61113",2139.97,6,"IP"
"61114",7725.34,2,"IP"
"61115",3940.71,1,"IP"
"61116",4256.44,4,"IP"
"61117",8500.84,1,"IP"
"61118",5843.45,1,"IP"
"61119",321.16,1,"IP"
"61120",8939.03,1,"IP"
"61121",7844.92,1,"IP"
"61122",22832,1,"IP"
"61123",1789.85,1,"IP"
"61124",3643.13,1,"IP"
"61125",76443,1,"IP"
"61126",1021.49,1,"IP"
"61127",7256.19,1,"IP"
