"row.names","cost","count","type"
"17738",4791.45,3,"IP"
"17739",2896.02,4,"IP"
"17740",6747.95,1,"IP"
"17741",3258.05,2,"IP"
"17742",13095.42,1,"IP"
"17743",353.03,1,"IP"
"17744",2084.56,7,"IP"
"17745",4641.57,3,"IP"
"17746",2355.82,47,"IP"
"17747",1058.58,15,"IP"
"17748",8466.44,2,"IP"
"17749",2014.17,151,"IP"
"17750",2493.59,70,"IP"
"17751",2389.43,20,"IP"
"17752",487.56,3,"IP"
"17753",1441.74,284,"IP"
"17754",670.97,66,"IP"
"17755",941.61,8,"IP"
"17756",937.38,8,"IP"
"17757",5081.74,15,"IP"
"17758",473.45,33,"IP"
"17759",540.63,260,"IP"
"17760",4110.88,19,"IP"
"17761",3273.15,42,"IP"
"17762",2705.72,5,"IP"
"17763",9202.38,1,"IP"
"17764",419.83,4,"IP"
"17765",46614,1,"IP"
"17766",20411,3,"IP"
"17767",13780,2,"IP"
"17768",465.3,11,"IP"
"17769",4888.1,12,"IP"
"17770",617.2,5,"IP"
"17771",14770,23,"IP"
"17772",1411.8,10,"IP"
"17773",1607.5,83,"IP"
"17774",12361,1,"IP"
"17775",235.9,1,"IP"
"17776",43320,1,"IP"
"17777",2189.94,7,"IP"
"17778",4546.28,1,"IP"
"17779",7472.68,3,"IP"
"17780",2001.4,1,"IP"
"17781",42355,1,"IP"
"17782",562.31,9,"IP"
"17783",3039.18,1,"IP"
"17784",201.69,2,"IP"
"17785",474.41,3,"IP"
"17786",8198.77,1,"IP"
"17787",6933.81,1,"IP"
"17788",5345.06,1,"IP"
"17789",21111,2,"IP"
"17790",22023.36,1,"IP"
"17791",1916.3,1,"IP"
"17792",2718.29,1,"IP"
"17793",1620.16,29,"IP"
"17794",6692.77,1,"IP"
"17795",1188.7,12,"IP"
"17796",12068.89,1,"IP"
"17797",8482.73,1,"IP"
"17798",725.31,1,"IP"
"17799",7951.27,1,"IP"
"17800",12297.43,1,"IP"
"17801",502.1,1,"IP"
"17802",759.38,1,"IP"
"17803",738.68,1,"IP"
"17804",30045,4,"IP"
"17805",3039.06,1,"IP"
"17806",7093.49,1,"IP"
"17807",633.14,1,"IP"
"17808",5708.09,1,"IP"
"17809",4661.92,1,"IP"
"17810",12482.36,1,"IP"
"17811",162.15,2,"IP"
"17812",1586.25,2,"IP"
"17813",1178.66,1,"IP"
"17814",1730.44,1,"IP"
"17815",8337.94,1,"IP"
"17816",9196.83,1,"IP"
"17817",856.69,1,"IP"
"17818",18273,3,"IP"
"17819",16979.96,1,"IP"
"17820",8439.04,1,"IP"
"17821",2383.5,1,"IP"
"17822",6212.07,1,"IP"
"17823",2927.01,1,"IP"
"17824",10299.51,2,"IP"
"17825",927.2,2,"IP"
"17826",2400.29,7,"IP"
"17827",613.58,61,"IP"
"17828",9348.57,1,"IP"
"17829",4153.92,1,"IP"
"17830",345.53,1,"IP"
"17831",3556.33,1,"IP"
"17832",498.2,1,"IP"
"17833",3242.74,1,"IP"
"17834",4196.89,2,"IP"
"17835",4189.32,1,"IP"
"17836",1591.51,2,"IP"
"17837",9292.81,1,"IP"
"17838",11142.62,1,"IP"
"17839",4429.43,1,"IP"
"17840",11482.01,1,"IP"
"17841",1798.53,1,"IP"
"17842",61.72,1,"IP"
"17843",2064.64,1,"IP"
"17844",5187.84,1,"IP"
"17845",1563.71,1,"IP"
"17846",1974.94,1,"IP"
"17847",7399.75,1,"IP"
"17848",1216.81,1,"IP"
"17849",2903.53,1,"IP"
"17850",10315.95,1,"IP"
"17851",12748.77,1,"IP"
"17852",5883.08,1,"IP"
"17853",1081.11,9,"IP"
"17854",611.09,9,"IP"
"17855",628.06,1,"IP"
"17856",4602.57,1,"IP"
"17857",9541.73,2,"IP"
"17858",1768.02,1,"IP"
"17859",787.73,1,"IP"
"17860",3499.04,9,"IP"
"17861",431.58,1,"IP"
"17862",743.98,10,"IP"
"17863",581.02,1,"IP"
"17864",1093.92,2,"IP"
"17865",896.4,21,"IP"
"17866",484.68,2,"IP"
"17867",2431.96,8,"IP"
"17868",817.77,2426,"IP"
"17869",976.56,1,"IP"
"17870",18238.06,1,"IP"
"17871",609.44,3,"IP"
"17872",4745.55,3,"IP"
"17873",22157,1,"IP"
"17874",1632.76,3,"IP"
"17875",4355.53,1,"IP"
"17876",12329.5,1,"IP"
"17877",1082.31,5,"IP"
"17878",576.28,1,"IP"
"17879",3259.09,2,"IP"
"17880",9651.79,1,"IP"
"17881",1507.39,2,"IP"
"17882",21218,1,"IP"
"17883",1063.46,1,"IP"
"17884",7240.1,6,"IP"
"17885",2283.49,6,"IP"
"17886",2835.15,1,"IP"
"17887",1657.73,2,"IP"
"17888",27425,2,"IP"
"17889",6903.12,1,"IP"
"17890",3614.23,2,"IP"
"17891",6325.18,2,"IP"
"17892",1760.75,3,"IP"
"17893",17789,1,"IP"
"17894",3482.83,53,"IP"
"17895",529.53,4,"IP"
"17896",9611.28,2,"IP"
"17897",5967.88,1,"IP"
"17898",356.91,1,"IP"
"17899",4358.17,1,"IP"
"17900",23767,1,"IP"
"17901",17563,1,"IP"
"17902",9150.28,2,"IP"
"17903",2608.26,1,"IP"
"17904",4316.37,2,"IP"
"17905",6086.31,1,"IP"
"17906",4210.5,1,"IP"
"17907",39952,1,"IP"
"17908",2839.85,2,"IP"
"17909",944.55,172,"IP"
"17910",5782.96,1,"IP"
"17911",3802.17,3,"IP"
"17912",582.94,1,"IP"
"17913",5463.88,1,"IP"
"17914",7310.03,1,"IP"
"17915",2530.58,2,"IP"
"17916",1831.45,1,"IP"
"17917",4296.74,2,"IP"
"17918",3526.8,2,"IP"
"17919",1160.1,4,"IP"
"17920",1710.68,3,"IP"
"17921",8502.57,4,"IP"
"17922",57783,1,"IP"
"17923",3282.25,2,"IP"
"17924",5248.07,1,"IP"
"17925",16577.97,1,"IP"
"17926",22621,1,"IP"
"17927",5530.02,1,"IP"
"17928",964.04,2,"IP"
"17929",3565.66,1,"IP"
"17930",11978.44,1,"IP"
"17931",3691.58,2,"IP"
"17932",17986,1,"IP"
"17933",4185.96,1,"IP"
"17934",2820.18,2,"IP"
"17935",377.05,1,"IP"
"17936",2579.64,2,"IP"
"17937",980.05,3,"IP"
"17938",1234.09,1,"IP"
"17939",1893.45,1,"IP"
"17940",1212.08,1,"IP"
"17941",7697.85,1,"IP"
"17942",23933,1,"IP"
"17943",6360.4,1,"IP"
"17944",2383.46,1,"IP"
"17945",4199.22,8,"IP"
"17946",15948,1,"IP"
"17947",4266.82,1,"IP"
"17948",5852.03,1,"IP"
"17949",719.29,1,"IP"
"17950",1811.09,20,"IP"
"17951",2573.9,1,"IP"
"17952",367.59,1,"IP"
"17953",538.72,2,"IP"
"17954",1424.18,1,"IP"
"17955",3382.3,1,"IP"
"17956",17236,1,"IP"
"17957",2607.33,1,"IP"
"17958",7190.52,1,"IP"
"17959",703.22,1,"IP"
"17960",4343.54,1,"IP"
"17961",4483.66,1,"IP"
"17962",791.71,2,"IP"
"17963",3569.83,1,"IP"
"17964",18966.56,1,"IP"
"17965",2750.95,2,"IP"
"17966",10060.69,1,"IP"
"17967",9197.71,2,"IP"
"17968",1031.18,4,"IP"
"17969",2326.3,2,"IP"
"17970",9612.6,1,"IP"
"17971",4094.98,2,"IP"
"17972",4938.05,1,"IP"
"17973",13725.65,1,"IP"
"17974",6607.82,1,"IP"
"17975",8053.14,1,"IP"
"17976",1917.81,1,"IP"
"17977",4752.46,1,"IP"
"17978",72404.62,1,"IP"
"17979",1503.46,1,"IP"
"17980",858.76,1,"IP"
"17981",9718.26,1,"IP"
"17982",3050.33,2,"IP"
"17983",6845.98,1,"IP"
"17984",552.98,2,"IP"
"17985",2140.13,1,"IP"
"17986",297.9,2,"IP"
"17987",26006,1,"IP"
"17988",1273.08,1,"IP"
"17989",906.17,2,"IP"
"17990",16404,1,"IP"
"17991",20217,2,"IP"
"17992",45428.49,1,"IP"
"17993",307.64,1,"IP"
"17994",5022.99,2,"IP"
"17995",8073.97,1,"IP"
"17996",2255.08,1,"IP"
"17997",141.31,1,"IP"
"17998",4142.75,7,"IP"
"17999",12765.09,1,"IP"
"18000",8770.11,1,"IP"
"18001",2005.21,1,"IP"
"18002",3464.09,1,"IP"
"18003",9065.93,2,"IP"
"18004",6321.99,1,"IP"
"18005",26008,1,"IP"
"18006",1960.17,1,"IP"
"18007",11295,2,"IP"
"18008",462.96,2,"IP"
"18009",9204.47,1,"IP"
"18010",5629.23,1,"IP"
"18011",648.66,1,"IP"
"18012",7964.24,1,"IP"
"18013",3569.1,2,"IP"
"18014",4395.35,1,"IP"
"18015",3785.43,1,"IP"
"18016",6445.23,1,"IP"
"18017",10939.38,1,"IP"
"18018",1386.25,1,"IP"
"18019",1924.49,2,"IP"
"18020",1145.03,1,"IP"
"18021",712.37,1,"IP"
"18022",2504.17,1,"IP"
"18023",13388.83,1,"IP"
"18024",2600,510,"IP"
"18025",7772,136,"IP"
"18026",7499,39,"IP"
"18027",14800,39,"IP"
"18028",24023,1,"IP"
"18029",14999,4,"IP"
"18030",2719,484,"IP"
"18031",1964,1454,"IP"
"18032",7700,29,"IP"
"18033",2275,1426,"IP"
"18034",417,46563,"IP"
"18035",8680,32,"IP"
"18036",606,18890,"IP"
"18037",3097,662,"IP"
"18038",7528,48,"IP"
"18039",7168,151,"IP"
"18040",15801,4,"IP"
"18041",6681,178,"IP"
"18042",9823,28,"IP"
"18043",972,4122,"IP"
"18044",5954,35,"IP"
"18045",552,8557,"IP"
"18046",963.98,570,"IP"
"18047",4009,1110,"IP"
"18048",11547,139,"IP"
"18049",6103,565,"IP"
"18050",5790,52,"IP"
"18051",4761,821,"IP"
"18052",8915,149,"IP"
"18053",18639,32,"IP"
"18054",3432,1566,"IP"
"18055",5391,133,"IP"
"18056",4863,69,"IP"
"18057",4212,246,"IP"
"18058",2483,377,"IP"
"18059",6487,42,"IP"
"18060",4865,71,"IP"
"18061",2754.86,1,"IP"
"18062",9040,61,"IP"
"18063",5860,120,"IP"
"18064",9071,49,"IP"
"18065",11247,23,"IP"
"18066",8739.88,6,"IP"
"18067",2765,436,"IP"
"18068",7929,268,"IP"
"18069",491.58,1100,"IP"
"18070",6462,1245,"IP"
"18071",4535,403,"IP"
"18072",1124,1730,"IP"
"18073",12409,5,"IP"
"18074",10687,22,"IP"
"18075",7220,65,"IP"
"18076",406.06,14,"IP"
"18077",13708,81,"IP"
"18078",3721,377,"IP"
"18079",14127,9,"IP"
"18080",9505,384,"IP"
"18081",8224,31,"IP"
"18082",8002,43,"IP"
"18083",8023,23,"IP"
"18084",6282.73,28,"IP"
"18085",2802.73,3,"IP"
"18086",1162.39,40,"IP"
"18087",1368.15,4,"IP"
"18088",1298.03,126,"IP"
"18089",581.31,43,"IP"
"18090",2022.39,1,"IP"
"18091",811.51,1334,"IP"
"18092",1859.43,10,"IP"
"18093",1123.18,1,"IP"
"18094",7888.93,41,"IP"
"18095",947.34,30,"IP"
"18096",31411,1,"IP"
"18097",7403.71,10,"IP"
"18098",2080.21,3,"IP"
"18099",2836.74,18,"IP"
"18100",1273.37,4,"IP"
"18101",476.97,833,"IP"
"18102",643.04,352,"IP"
"18103",4592.39,29,"IP"
"18104",795.72,18,"IP"
"18105",698.88,25,"IP"
"18106",1979.59,1,"IP"
"18107",34915,1,"IP"
"18108",2866.99,2,"IP"
"18109",3083.39,1,"IP"
"18110",20672.58,1,"IP"
"18111",1373.66,2,"IP"
"18112",14799.18,1,"IP"
"18113",5961.57,1,"IP"
"18114",15895.58,1,"IP"
"18115",7048.88,2,"IP"
"18116",2225.19,3,"IP"
"18117",4575.04,6,"IP"
"18118",3775.91,10,"IP"
"18119",3156.75,1,"IP"
"18120",7158.35,9,"IP"
"18121",2869.88,1,"IP"
"18122",4361.37,4,"IP"
"18123",15177.78,1,"IP"
"18124",5058.78,1,"IP"
"18125",3064.19,6,"IP"
"18126",4110.11,14,"IP"
"18127",2874.7,1,"IP"
"18128",1896.03,14,"IP"
"18129",9679,8,"IP"
"18130",932.83,2,"IP"
"18131",879.97,14,"IP"
"18132",7647.45,1,"IP"
"18133",3687.97,18,"IP"
"18134",1083.89,4,"IP"
"18135",1708.37,3,"IP"
"18136",22535,1,"IP"
"18137",523.4,7,"IP"
"18138",4673.32,11,"IP"
"18139",10300.18,4,"IP"
"18140",925.14,6,"IP"
"18141",6508.81,1,"IP"
"18142",1917.48,4,"IP"
"18143",17444.81,1,"IP"
"18144",4629.13,1,"IP"
"18145",9428.13,5,"IP"
"18146",2460.13,3,"IP"
"18147",1845.25,2,"IP"
"18148",2949.55,2,"IP"
"18149",5585.38,1,"IP"
"18150",39738,1,"IP"
"18151",6461.91,2,"IP"
"18152",20014,1,"IP"
"18153",8900.38,2,"IP"
"18154",964.53,1,"IP"
"18155",462.14,10,"IP"
"18156",12437.61,2,"IP"
"18157",9251.4,1,"IP"
"18158",522.93,1,"IP"
"18159",4269.48,3,"IP"
"18160",1616.1,1,"IP"
"18161",4773.47,3,"IP"
"18162",11305.43,1,"IP"
"18163",893.27,2,"IP"
"18164",16161,2,"IP"
"18165",1858.82,3,"IP"
"18166",1364.11,2,"IP"
"18167",14537.63,10,"IP"
"18168",14003.36,3,"IP"
"18169",2488.63,2,"IP"
"18170",1100.24,1,"IP"
"18171",507.63,1,"IP"
"18172",4710.19,3,"IP"
"18173",1013.06,3,"IP"
"18174",508.42,17,"IP"
"18175",17383,3,"IP"
"18176",2427.22,1,"IP"
"18177",3726.09,2,"IP"
"18178",525.68,2,"IP"
"18179",14969.74,2,"IP"
"18180",171005,1,"IP"
"18181",10779,10,"IP"
"18182",622.25,2,"IP"
"18183",287.47,1,"IP"
"18184",288.28,8,"IP"
"18185",2097.18,2,"IP"
"18186",5680.65,2,"IP"
"18187",3990.04,2,"IP"
"18188",49820,1,"IP"
"18189",9079.81,2,"IP"
"18190",1345.98,5,"IP"
"18191",10967.15,1,"IP"
"18192",1135.5,3,"IP"
"18193",8191.8,1,"IP"
"18194",17715,1,"IP"
"18195",5161.11,1,"IP"
"18196",20068.39,1,"IP"
"18197",28344,1,"IP"
"18198",7541.67,1,"IP"
"18199",3948.9,1,"IP"
"18200",662.84,8,"IP"
"18201",442.42,2,"IP"
"18202",5925.34,1,"IP"
"18203",6481.77,1,"IP"
"18204",2899.93,1,"IP"
"18205",804.79,1,"IP"
"18206",1571.23,2,"IP"
"18207",21169,1,"IP"
"18208",19697,3,"IP"
"18209",2606.63,3,"IP"
"18210",46530,3,"IP"
"18211",759.25,2,"IP"
"18212",10123.38,1,"IP"
"18213",1741.77,1,"IP"
"18214",2761.83,1,"IP"
"18215",6491.92,1,"IP"
"18216",3004.5,5,"IP"
"18217",318.91,1,"IP"
"18218",5389.79,3,"IP"
"18219",455.44,8,"IP"
"18220",461.76,1,"IP"
"18221",1960.01,1,"IP"
"18222",262.19,2,"IP"
"18223",1149.49,1,"IP"
"18224",9519.05,1,"IP"
"18225",2779.23,1,"IP"
"18226",31970,1,"IP"
"18227",420.49,1,"IP"
"18228",756.5,1,"IP"
"18229",16215,1,"IP"
"18230",9357.68,3,"IP"
"18231",6854.29,2,"IP"
"18232",13752.65,1,"IP"
"18233",6869.1,1,"IP"
"18234",5671.89,2,"IP"
"18235",1548.64,1,"IP"
"18236",2701.85,1,"IP"
"18237",4295.87,3,"IP"
"18238",3865.48,1,"IP"
"18239",1195.88,1,"IP"
"18240",1911.71,2,"IP"
"18241",3530.3,1,"IP"
"18242",3823.07,2,"IP"
"18243",3535.26,1,"IP"
"18244",4305.18,1,"IP"
"18245",2457.14,1,"IP"
"18246",849.37,1,"IP"
"18247",4795.13,1,"IP"
"18248",33615,1,"IP"
"18249",1052.06,1,"IP"
"18250",542.44,1,"IP"
"18251",7960.41,3,"IP"
"18252",3342.97,2,"IP"
"18253",401.49,4,"IP"
"18254",11298.96,1,"IP"
"18255",4406.05,1,"IP"
"18256",21881,2,"IP"
"18257",718.77,1,"IP"
"18258",3665.57,1,"IP"
"18259",5130.3,1,"IP"
"18260",21349.04,1,"IP"
"18261",9645.3,1,"IP"
"18262",4503.53,1,"IP"
"18263",6646.38,1,"IP"
"18264",1414.95,1,"IP"
"18265",11494.9,1,"IP"
"18266",2666.76,2,"IP"
"18267",8324.4,1,"IP"
"18268",3180.61,1,"IP"
"18269",104550,1,"IP"
"18270",10440.15,1,"IP"
"18271",3625.65,1,"IP"
"18272",11529.79,1,"IP"
"18273",12461.06,2,"IP"
"18274",5834.6,1,"IP"
"18275",4963.35,1,"IP"
"18276",4523.63,1,"IP"
"18277",738.47,1,"IP"
"18278",12637,9,"IP"
"18279",409.08,35,"IP"
"18280",1317,519,"IP"
"18281",4930,1778,"IP"
"18282",3314,328,"IP"
"18283",24007,2,"IP"
"18284",9118,49,"IP"
"18285",236.6,4542,"IP"
"18286",17861,17,"IP"
"18287",5877,204,"IP"
"18288",13281,6,"IP"
"18289",16341,8,"IP"
"18290",6547,196,"IP"
"18291",9925,7,"IP"
"18292",2357,499,"IP"
"18293",3808,282,"IP"
"18294",1594,522,"IP"
"18295",11732,9,"IP"
"18296",5190,73,"IP"
"18297",1179,2895,"IP"
"18298",4916,600,"IP"
"18299",7365,420,"IP"
"18300",10896,157,"IP"
"18301",2685,772,"IP"
"18302",13329,166,"IP"
"18303",1644,179,"IP"
"18304",3205,204,"IP"
"18305",4187,281,"IP"
"18306",6227,227,"IP"
"18307",22373,3,"IP"
"18308",3217,296,"IP"
"18309",9603,17,"IP"
"18310",4603,453,"IP"
"18311",7324,105,"IP"
"18312",3204,254,"IP"
"18313",1172.9,1,"IP"
"18314",7626,22,"IP"
"18315",14133,2,"IP"
"18316",6762,94,"IP"
"18317",8585,138,"IP"
"18318",2681.73,307,"IP"
"18319",12802,4,"IP"
"18320",780.64,133,"IP"
"18321",1177.29,58,"IP"
"18322",1912.99,5,"IP"
"18323",3851.23,30,"IP"
"18324",1418.37,229,"IP"
"18325",8575,68,"IP"
"18326",3796.85,1,"IP"
"18327",2607.19,62,"IP"
"18328",2911.9,36,"IP"
"18329",9365.58,1,"IP"
"18330",2102.88,3,"IP"
"18331",862.01,80,"IP"
"18332",527.36,962,"IP"
"18333",1926.96,336,"IP"
"18334",2353.53,11,"IP"
"18335",2394.8,11,"IP"
"18336",928.35,152,"IP"
"18337",11874.65,11,"IP"
"18338",1921.44,52,"IP"
"18339",1226.72,11,"IP"
"18340",9871,11,"IP"
"18341",7743.87,38,"IP"
"18342",829.25,2,"IP"
"18343",1021.56,13,"IP"
"18344",2966.22,16,"IP"
"18345",1164.54,6,"IP"
"18346",4913.9,49,"IP"
"18347",1400.77,33,"IP"
"18348",5209.07,15,"IP"
"18349",5304.65,2,"IP"
"18350",4182.29,44,"IP"
"18351",5790.7,313,"IP"
"18352",193.08,41,"IP"
"18353",1989.47,8,"IP"
"18354",9122.7,1,"IP"
"18355",6707.02,74,"IP"
"18356",4121.54,108,"IP"
"18357",2000.06,11,"IP"
"18358",6614.93,14,"IP"
"18359",150.23,70,"IP"
"18360",512.78,35,"IP"
"18361",3135.25,41,"IP"
"18362",3640.47,14,"IP"
"18363",12124,3,"IP"
"18364",496.51,2950,"IP"
"18365",442.53,645,"IP"
"18366",6932.21,8,"IP"
"18367",686.55,43,"IP"
"18368",7815.78,3,"IP"
"18369",449.83,1366,"IP"
"18370",378.09,13,"IP"
"18371",344.42,83,"IP"
"18372",652.31,31,"IP"
"18373",22845,1,"IP"
"18374",380.23,3,"IP"
"18375",6126.75,1,"IP"
"18376",7959.27,2,"IP"
"18377",1805.26,4,"IP"
"18378",859.56,198,"IP"
"18379",266.58,144,"IP"
"18380",1286.88,11,"IP"
"18381",1890.44,3,"IP"
"18382",1466.08,1,"IP"
"18383",3706.75,5,"IP"
"18384",18358,1,"IP"
"18385",1042.66,1,"IP"
"18386",5660.19,1,"IP"
"18387",8639.51,8,"IP"
"18388",415.48,5,"IP"
"18389",962.99,101,"IP"
"18390",3298.61,6,"IP"
"18391",721.77,20,"IP"
"18392",521.09,7,"IP"
"18393",4061.9,1,"IP"
"18394",6356.29,55,"IP"
"18395",2950.59,3,"IP"
"18396",1938.79,1,"IP"
"18397",6049.37,1,"IP"
"18398",12643.3,1,"IP"
"18399",9936.74,1,"IP"
"18400",4137.39,3,"IP"
"18401",1804.62,1,"IP"
"18402",1229.64,2,"IP"
"18403",620.38,2,"IP"
"18404",493,3660,"IP"
"18405",13170,8,"IP"
"18406",2366,1171,"IP"
"18407",16440,6,"IP"
"18408",519,8117,"IP"
"18409",26850,21,"IP"
"18410",2709.91,103,"IP"
"18411",1044.86,71,"IP"
"18412",21344.4,1,"IP"
"18413",641.12,5,"IP"
"18414",789.04,74,"IP"
"18415",556.12,1,"IP"
"18416",1248.27,1,"IP"
"18417",2252.2,3,"IP"
"18418",2746.51,7,"IP"
"18419",3955.5,7,"IP"
"18420",4658.79,1,"IP"
"18421",758.42,37,"IP"
"18422",1169.58,8,"IP"
"18423",28431,1,"IP"
"18424",3665.34,1,"IP"
"18425",3441.84,2,"IP"
"18426",2065.98,3,"IP"
"18427",419.91,1,"IP"
"18428",27378.55,1,"IP"
"18429",1698.05,5,"IP"
"18430",4348.08,4,"IP"
"18431",4898.54,7,"IP"
"18432",2307.01,1,"IP"
"18433",2796.05,16,"IP"
"18434",2268.32,1,"IP"
"18435",293.14,14,"IP"
"18436",734.32,7,"IP"
"18437",2890.97,1,"IP"
"18438",5690.65,19,"IP"
"18439",3606.87,5,"IP"
"18440",477.61,9,"IP"
"18441",4152.88,7,"IP"
"18442",2423.33,3,"IP"
"18443",4612.83,1,"IP"
"18444",19323,3,"IP"
"18445",6370.01,4,"IP"
"18446",539.88,426,"IP"
"18447",6881.52,10,"IP"
"18448",3748.74,1,"IP"
"18449",7415.56,10,"IP"
"18450",13457,6,"IP"
"18451",1460.79,4,"IP"
"18452",5499.06,8,"IP"
"18453",3084.43,15,"IP"
"18454",701.41,32,"IP"
"18455",3455.69,3,"IP"
"18456",799.12,21,"IP"
"18457",9108.98,1,"IP"
"18458",9797.87,9,"IP"
"18459",2074.77,13,"IP"
"18460",8265.15,12,"IP"
"18461",464.08,22,"IP"
"18462",8200.59,14,"IP"
"18463",1043.73,17,"IP"
"18464",4770.26,1,"IP"
"18465",638.79,8,"IP"
"18466",31117,3,"IP"
"18467",5826.64,51,"IP"
"18468",958.65,46,"IP"
"18469",908.92,10,"IP"
"18470",661.53,6,"IP"
"18471",3665.64,2,"IP"
"18472",1164.22,30,"IP"
"18473",6555.69,15,"IP"
"18474",3711.43,165,"IP"
"18475",2746.4,12,"IP"
"18476",5623.24,3,"IP"
"18477",1306.26,3,"IP"
"18478",3914.65,11,"IP"
"18479",1026.06,3,"IP"
"18480",8615.91,6,"IP"
"18481",543.35,164,"IP"
"18482",4241.31,2,"IP"
"18483",8497.88,2,"IP"
"18484",711.56,26,"IP"
"18485",6570.06,1,"IP"
"18486",2118.24,2,"IP"
"18487",953.71,56,"IP"
"18488",954.59,239,"IP"
"18489",2217.17,2,"IP"
"18490",902.66,27,"IP"
"18491",202.36,5,"IP"
"18492",7129.22,2,"IP"
"18493",1044.09,20,"IP"
"18494",16253.65,1,"IP"
"18495",989.44,10,"IP"
"18496",4511.91,13,"IP"
"18497",8908.06,1,"IP"
"18498",3129.13,20,"IP"
"18499",3671.85,35,"IP"
"18500",7578.25,36,"IP"
"18501",3313.03,6,"IP"
"18502",5610.61,1,"IP"
"18503",21345,1,"IP"
"18504",7756.58,1,"IP"
"18505",10632,4,"IP"
"18506",2313.23,5,"IP"
"18507",230.66,40,"IP"
"18508",6262.05,1,"IP"
"18509",2458.95,4,"IP"
"18510",1291.13,88,"IP"
"18511",2643.2,20,"IP"
"18512",5675.61,36,"IP"
"18513",2002.86,1,"IP"
"18514",654.01,4,"IP"
"18515",8165.97,2,"IP"
"18516",1465.93,7,"IP"
"18517",468.98,2,"IP"
"18518",7495.14,1,"IP"
"18519",942.51,2,"IP"
"18520",2096.99,18,"IP"
"18521",11941.41,1,"IP"
"18522",3039.52,4,"IP"
"18523",11583.66,7,"IP"
"18524",6931.19,13,"IP"
"18525",1387.55,91,"IP"
"18526",2179.23,21,"IP"
"18527",3833.19,2,"IP"
"18528",2410.87,2,"IP"
"18529",3006.06,58,"IP"
"18530",713.48,40,"IP"
"18531",3037.45,1,"IP"
"18532",3803.61,6,"IP"
"18533",1976.62,1,"IP"
"18534",16084,1,"IP"
"18535",380.8,706,"IP"
"18536",2284.5,4,"IP"
"18537",579.07,1,"IP"
"18538",11790,3,"IP"
"18539",1413.3,14,"IP"
"18540",1263.7,3,"IP"
"18541",1089.6,7,"IP"
"18542",676.2,49,"IP"
"18543",1835.8,79,"IP"
"18544",491.6,1,"IP"
"18545",291.19,102,"IP"
"18546",406.19,11,"IP"
"18547",225.22,8,"IP"
"18548",9031.34,1,"IP"
"18549",2400.48,2,"IP"
"18550",4306.24,1,"IP"
"18551",12952,3,"IP"
"18552",1387.73,1,"IP"
"18553",3699.21,5,"IP"
"18554",5109.01,1,"IP"
"18555",2762.41,3,"IP"
"18556",8953.7,2,"IP"
"18557",1220.72,2,"IP"
"18558",1664.24,1,"IP"
"18559",1655.07,4,"IP"
"18560",9879.95,1,"IP"
"18561",7096.07,7,"IP"
"18562",2703.52,1,"IP"
"18563",2384.84,3,"IP"
"18564",1621.59,8,"IP"
"18565",596.58,1,"IP"
"18566",3184.31,4,"IP"
"18567",4108.1,125,"IP"
"18568",2698.03,3,"IP"
"18569",2281.26,3,"IP"
"18570",7089.81,2,"IP"
"18571",5774.1,1,"IP"
"18572",1629.07,1,"IP"
"18573",1069.23,1,"IP"
"18574",15114.14,1,"IP"
"18575",1208.03,4,"IP"
"18576",3689.82,1,"IP"
"18577",4878.16,3,"IP"
"18578",8274.83,1,"IP"
"18579",6078.31,1,"IP"
"18580",2117.65,1,"IP"
"18581",2056.59,1,"IP"
"18582",5570.92,3,"IP"
"18583",1382.75,2,"IP"
"18584",2745.29,1,"IP"
"18585",4163.61,2,"IP"
"18586",24643,1,"IP"
"18587",10914.87,3,"IP"
"18588",1764.35,1,"IP"
"18589",6772.37,1,"IP"
"18590",654.7,1,"IP"
"18591",539.01,1,"IP"
"18592",363.57,1,"IP"
"18593",2756.44,2,"IP"
"18594",3219.37,2,"IP"
"18595",8495.81,3,"IP"
"18596",5116.32,2,"IP"
"18597",17319,1,"IP"
"18598",5825.99,1,"IP"
"18599",3163.43,1,"IP"
"18600",2471.7,1,"IP"
"18601",2231.96,3,"IP"
"18602",12633.68,1,"IP"
"18603",8234.17,1,"IP"
"18604",1965.1,2,"IP"
"18605",1502.3,3,"IP"
"18606",1986.52,1,"IP"
"18607",2761.84,1,"IP"
"18608",3995.25,3,"IP"
"18609",4292.52,2,"IP"
"18610",6313.22,2,"IP"
"18611",3232.01,2,"IP"
"18612",5739.22,1,"IP"
"18613",26165.65,1,"IP"
"18614",1276.13,1,"IP"
"18615",10484.88,1,"IP"
"18616",3167.95,4,"IP"
"18617",1250.96,34,"IP"
"18618",15690.9,1,"IP"
"18619",274.13,20,"IP"
"18620",7922.73,3,"IP"
"18621",572.33,219,"IP"
"18622",2797.54,13,"IP"
"18623",1440.24,1,"IP"
"18624",6053.43,4,"IP"
"18625",12473,13,"IP"
"18626",4886.03,23,"IP"
"18627",5868.86,16,"IP"
"18628",1421.49,27,"IP"
"18629",1651.66,9,"IP"
"18630",10784,2,"IP"
"18631",1298.66,17,"IP"
"18632",700.94,1163,"IP"
"18633",4102.81,5,"IP"
"18634",606.49,4,"IP"
"18635",5860.02,193,"IP"
"18636",4101.43,93,"IP"
"18637",4098.97,103,"IP"
"18638",6246.69,11,"IP"
"18639",517.02,29,"IP"
"18640",2393.84,1,"IP"
"18641",1548.84,14,"IP"
